0	2
1	1
2	3
3	3
4	1
5	0
6	3
7	2
8	0
9	0
10	0
11	1
12	1
13	3
14	0
15	4
16	2
17	1
18	0
19	2
20	2
21	1
22	0
23	0
24	1
25	3
26	0
27	1
28	0
29	2
30	2
31	1
32	1
33	0
34	2
35	4
36	1
37	5
38	1
39	1
40	2
41	0
42	3
43	1
44	1
45	1
46	0
47	1
48	1
49	0
50	4
51	3
52	0
53	3
54	0
55	0
56	0
57	1
58	0
59	0
60	1
61	1
62	2
63	0
64	2
65	0
66	0
67	1
68	1
69	1
70	2
71	0
72	0
73	2
74	1
75	0
76	0
77	2
78	1
79	1
80	1
81	0
82	0
83	1
84	1
85	0
86	0
87	0
88	0
89	0
90	1
91	1
92	1
93	1
94	1
95	2
96	0
97	0
98	1
99	2
100	1
101	0
102	3
103	1
104	0
105	1
106	1
107	0
108	4
109	1
110	1
111	2
112	2
113	1
114	1
115	0
116	2
117	0
118	1
119	2
120	0
121	0
122	1
123	2
124	3
125	0
126	1
127	0
128	0
129	0
130	0
131	0
132	1
133	2
134	0
135	0
136	1
137	3
138	0
139	0
140	2
141	2
142	2
143	1
144	0
145	0
146	4
147	1
148	2
149	3
150	1
151	0
152	3
153	0
154	1
155	2
156	1
157	1
158	1
159	2
160	1
161	1
162	1
163	1
164	2
165	0
166	0
167	1
168	1
169	1
170	0
171	2
172	2
173	1
174	0
175	1
176	1
177	1
178	0
179	0
180	1
181	4
182	3
183	1
184	1
185	2
186	2
187	0
188	0
189	1
190	0
191	0
192	1
193	1
194	1
195	0
196	1
197	2
198	1
199	2
200	2
201	1
202	1
203	0
204	1
205	1
206	3
207	1
208	1
209	1
210	2
211	0
212	1
213	1
214	1
215	0
216	0
217	1
218	0
219	0
220	1
221	1
222	1
223	1
224	1
225	3
226	1
227	1
228	0
229	1
230	0
231	1
232	2
233	2
234	1
235	0
236	0
237	1
238	1
239	1
240	1
241	0
242	0
243	1
244	1
245	1
246	0
247	1
248	0
249	1
250	2
251	1
252	0
253	2
254	4
255	0
256	1
257	0
258	0
259	1
260	2
261	2
262	1
263	1
264	2
265	1
266	0
267	1
268	1
269	2
270	1
271	0
272	0
273	3
274	0
275	0
276	1
277	1
278	1
279	2
280	0
281	1
282	0
283	4
284	0
285	0
286	2
287	1
288	0
289	1
290	1
291	1
292	1
293	0
294	0
295	1
296	0
297	0
298	2
299	1
300	1
301	1
302	3
303	1
304	0
305	0
306	1
307	1
308	1
309	0
310	3
311	1
312	3
313	0
314	1
315	0
316	0
317	0
318	0
319	0
320	0
321	2
322	1
323	0
324	1
325	1
326	3
327	2
328	0
329	0
330	0
331	0
332	1
333	1
334	0
335	1
336	1
337	0
338	1
339	1
340	3
341	1
342	1
343	1
344	0
345	1
346	0
347	1
348	2
349	1
350	1
351	1
352	0
353	1
354	2
355	2
356	2
357	1
358	0
359	1
360	0
361	1
362	0
363	0
364	1
365	0
366	2
367	0
368	3
369	1
370	0
371	0
372	0
373	0
374	0
375	1
376	0
377	0
378	1
379	0
380	1
381	1
382	1
383	0
384	1
385	1
386	0
387	0
388	1
389	2
390	1
391	1
392	0
393	0
394	1
395	1
396	2
397	0
398	0
399	1
400	2
401	1
402	1
403	1
404	1
405	1
406	0
407	0
408	0
409	2
410	0
411	3
412	2
413	0
414	0
415	4
416	0
417	4
418	0
419	1
420	2
421	0
422	1
423	0
424	2
425	1
426	0
427	0
428	0
429	1
430	1
431	1
432	1
433	1
434	0
435	4
436	0
437	3
438	1
439	1
440	1
441	1
442	1
443	1
444	0
445	2
446	4
447	3
448	2
449	0
450	1
451	0
452	2
453	3
454	2
455	1
456	1
457	0
458	0
459	1
460	4
461	1
462	0
463	1
464	2
465	0
466	0
467	2
468	2
469	2
470	1
471	0
472	1
473	2
474	1
475	1
476	1
477	0
478	1
479	0
480	3
481	1
482	2
483	0
484	0
485	3
486	0
487	0
488	1
489	0
490	1
491	0
492	1
493	1
494	2
495	1
496	0
497	1
498	1
499	3
500	0
501	2
502	3
503	1
504	0
505	2
506	0
507	1
508	0
509	1
510	0
511	0
512	3
513	0
514	3
515	1
516	0
517	1
518	0
519	0
520	2
521	0
522	1
523	1
524	0
525	3
526	1
527	0
528	2
529	0
530	0
531	3
532	1
533	0
534	0
535	0
536	1
537	1
538	1
539	0
540	3
541	1
542	3
543	0
544	2
545	0
546	0
547	1
548	0
549	0
550	3
551	2
552	0
553	2
554	1
555	1
556	0
557	0
558	1
559	0
560	1
561	1
562	1
563	1
564	2
565	0
566	0
567	2
568	0
569	0
570	1
571	1
572	0
573	3
574	2
575	0
576	0
577	0
578	2
579	0
580	0
581	1
582	2
583	3
584	1
585	0
586	1
587	2
588	0
589	0
590	2
591	0
592	1
593	1
594	0
595	0
596	0
597	1
598	2
599	1
600	1
601	1
602	1
603	1
604	0
605	0
606	0
607	2
608	2
609	2
610	2
611	1
612	0
613	0
614	0
615	1
616	1
617	0
618	3
619	0
620	0
621	0
622	1
623	1
624	1
625	0
626	1
627	4
628	1
629	0
630	1
631	0
632	1
633	0
634	2
635	1
636	1
637	1
638	1
639	2
640	1
641	1
642	2
643	4
644	1
645	0
646	0
647	2
648	1
649	2
650	3
651	2
652	1
653	1
654	1
655	3
656	1
657	1
658	0
659	0
660	1
661	0
662	1
663	1
664	1
665	0
666	1
667	1
668	0
669	1
670	2
671	2
672	3
673	1
674	0
675	2
676	0
677	1
678	3
679	3
680	1
681	1
682	2
683	1
684	1
685	0
686	1
687	1
688	0
689	3
690	0
691	0
692	4
693	0
694	0
695	0
696	1
697	0
698	0
699	0
700	2
701	2
702	0
703	3
704	1
705	1
706	2
707	2
708	0
709	1
710	0
711	2
712	1
713	1
714	0
715	1
716	0
717	1
718	0
719	3
720	0
721	1
722	1
723	1
724	0
725	1
726	1
727	0
728	2
729	4
730	2
731	1
