1000,11.2293,9.18259,6.00607
1008,8.45601,9.18135,6.08909
1016,9.74183,9.61722,6.2603
1024,27.1579,12.1775,6.39581
1032,9.57344,9.7789,6.56514
1040,9.34214,9.97178,6.76429
1048,10.5886,10.3886,6.87064
1056,10.8381,10.4407,6.98708
1064,11.1671,10.6886,7.17234
1072,10.8902,10.8737,7.32886
1080,11.9397,11.18,7.54461
1088,13.6502,11.431,7.63198
1096,10.8536,11.6883,7.82688
1104,10.2234,11.8894,8.00247
1112,10.9185,12.2298,8.1647
1120,11.5886,12.4554,8.39343
1128,11.6228,12.7864,8.5285
1136,11.191,12.9787,8.69093
1144,12.1892,13.4088,8.92677
1152,15.2153,13.7022,9.08543
1160,12.7931,13.942,9.26732
1168,15.312,14.1701,9.45171
1176,16.8084,14.6274,9.66623
1184,16.6872,14.822,9.839
1192,17.2776,15.2466,10.0445
1200,16.8964,15.4627,10.2293
1208,17.8919,15.9099,10.4697
1216,17.8523,16.1012,10.6588
1224,15.7231,16.5357,10.919
1232,15.0252,16.6762,11.0812
1240,16.8466,17.2254,11.3048
1248,17.0668,17.3528,11.5729
1256,17.7366,17.9712,11.8165
1264,16.509,18.0544,11.9748
1272,18.7707,18.6593,12.2427
1280,25.9908,19.2437,12.4238
1288,19.4575,19.4116,12.6707
1296,18.2973,19.4481,12.9044
1304,20.8841,20.1521,13.1467
1312,21.693,20.1997,13.3929
1320,19.7066,21.0451,13.662
1328,18.4617,20.9145,13.8697
1336,20.4004,21.6676,14.1274
1344,24.6685,21.8114,14.3864
1352,21.3856,22.5698,14.6679
1360,20.2881,22.4228,14.9228
1368,22.2738,23.4281,15.2051
1376,25.6102,23.3595,15.5097
1384,26.1695,24.2547,15.7641
1392,24.5556,24.2626,16.0307
1400,27.3337,25.0891,16.3001
1408,33.2793,25.2682,16.5586
1416,25.0447,25.9311,16.8614
1424,23.7609,25.7864,17.1181
1432,25.9881,26.873,17.4637
1440,25.8665,26.7019,17.7956
1448,26.7746,27.6903,17.994
1456,25.0579,27.8895,18.3419
1464,28.4177,28.7096,18.6039
1472,33.4497,28.6891,18.9067
1480,29.3634,29.5535,19.214
1488,27.8201,29.47,19.5391
1496,30.5048,30.5887,19.8418
1504,28.0436,30.4501,20.1551
1512,30.0116,31.6059,20.4824
1520,27.6508,31.5434,21.0023
1528,31.1766,32.5389,21.1702
1536,81.3325,34.4054,21.6861
1544,32.1531,33.825,21.8863
1552,32.3812,34.5754,22.1587
1560,35.8552,34.8963,22.7414
1568,36.9477,35.2899,23.2001
1576,37.5163,35.7935,23.1938
1584,35.3581,35.5784,23.5403
1592,35.7136,36.8662,23.9073
1600,43.2288,36.7994,24.2393
1608,36.6352,37.9199,24.5961
1616,33.6998,37.6614,24.9869
1624,38.0726,39.0788,25.3639
1632,36.0725,38.8465,25.7271
1640,39.5783,40.3069,26.0941
1648,36.4632,39.9566,26.4736
1656,41.2971,41.447,26.9641
1664,52.5319,41.7084,27.3024
1672,40.1802,42.7219,27.7148
1680,37.1417,42.3061,28.0936
1688,41.4751,43.9326,28.5134
1696,41.789,43.7157,28.8945
1704,43.0714,45.1885,29.3261
1712,41.7395,44.8712,29.768
1720,47.3606,47.5204,30.51
1728,56.5973,46.3698,30.5938
1736,48.7559,47.864,31.0446
1744,42.227,47.3548,31.4365
1752,47.1189,49.0842,31.8962
1760,47.6996,48.7699,32.3183
1768,48.3861,50.5179,32.7608
1776,44.4974,50.0177,33.206
1784,50.467,51.7628,33.5865
1792,77.2579,52.7618,34.0394
1800,52.7592,53.1755,35.0119
1808,48.1311,52.8119,34.9916
1816,54.139,54.7188,35.4574
1824,52.4934,54.2638,35.889
1832,52.7302,56.0259,36.3623
1840,48.6974,55.5582,36.851
1848,55.2157,57.6521,37.3455
1856,66.3266,57.5358,37.8229
1864,60.0109,59.2124,38.3222
1872,55.0329,58.8475,38.9537
1880,61.4032,60.7338,39.3511
1888,60.9425,60.283,39.9289
1896,58.1753,62.364,40.3955
1904,55.309,61.7944,40.9121
1912,63.4458,63.886,41.4812
1920,78.9104,63.9603,42.0344
1928,65.1362,65.4877,42.442
1936,57.9214,64.8121,42.938
1944,63.9766,67.2199,43.4672
1952,70.7718,66.5447,44.0017
1960,65.9094,68.5601,44.5379
1968,59.3881,67.9063,45.0969
1976,68.5062,70.6243,45.6518
1984,81.0895,70.1947,46.2009
1992,70.4269,72.3919,46.7956
2000,65.4203,71.4245,47.317
2008,73.5142,73.9196,47.9141
2016,79.1312,73.4778,48.6225
2024,71.3355,76.0134,49.194
2032,66.0774,75.0068,49.8196
2040,77.1481,77.5946,50.3637
2048,236.126,95.4371,51.002
