1000,9.3657,9.31736,5.99553
1008,9.70057,9.43081,6.13976
1016,10.1224,9.65809,6.28592
1024,30.472,12.0792,6.44532
1032,10.2528,10.1212,6.58906
1040,11.0697,10.3793,6.74441
1048,11.0568,10.5822,6.93246
1056,13.6603,10.9185,7.06424
1064,11.4043,11.0965,7.24286
1072,12.3313,11.3507,7.38863
1080,11.4224,11.6064,7.63327
1088,15.6229,11.9255,7.71891
1096,11.909,12.1086,7.89355
1104,12.4894,12.3815,8.10237
1112,12.7933,12.6448,8.24919
1120,15.9204,13.0179,8.45173
1128,13.9715,13.1975,8.60389
1136,14.7322,13.5151,8.78561
1144,13.9801,13.7842,8.96757
1152,20.7625,14.3361,9.15969
1160,14.4797,14.4171,9.40642
1168,15.4566,14.6884,9.54248
1176,15.2673,14.953,9.74367
1184,19.4455,15.3733,9.97147
1192,16.2828,15.6031,10.143
1200,15.8451,15.8905,10.3655
1208,16.1183,16.2137,10.5568
1216,22.1138,16.674,10.7682
1224,16.9821,16.866,10.9895
1232,17.7851,17.2126,11.1968
1240,17.6222,17.5072,11.4773
1248,22.7702,17.9943,11.6449
1256,18.6778,18.22,11.8622
1264,19.3949,18.5965,12.1013
1272,19.182,19.0007,12.3612
1280,43.557,20.2997,12.7171
1288,19.8153,19.6449,12.7981
1296,20.8862,20.0409,13.03
1304,20.4676,20.4094,13.2743
1312,26.2077,20.8934,13.5323
1320,20.9596,21.2495,13.7879
1328,21.9528,21.5734,14.0263
1336,22.0554,21.9305,14.2838
1344,31.7412,22.5718,14.5382
1352,22.894,22.7418,14.8172
1360,24.1985,23.1876,15.0777
1368,23.6901,23.5786,15.3382
1376,30.6748,24.1092,15.6251
1384,24.75,24.4543,15.8854
1392,26.7942,24.8776,16.1634
1400,25.1524,25.2444,16.4316
1408,37.6885,26.2178,16.7266
1416,25.9316,26.3595,17.006
1424,27.7073,26.648,17.3184
1432,27.1307,27.0857,17.5832
1440,34.9663,27.5769,17.8901
1448,28.0122,27.9592,18.1778
1456,30.2018,28.4615,18.496
1464,29.2306,28.8755,18.7931
1472,40.3638,29.7056,19.1439
1480,30.603,29.8271,19.4392
1488,31.7183,30.3909,19.7405
1496,30.6542,30.8558,20.039
1504,40.4942,31.4015,20.3729
1512,31.5476,31.8996,20.7138
1520,34.3112,32.3922,21.0264
1528,33.5542,32.8249,21.3747
1536,96.8664,41.1026,21.72
1544,40.6724,33.8577,22.0449
1552,37.6029,34.5016,22.3775
1560,35.3789,35.0114,22.7255
1568,46.3947,35.569,23.064
1576,35.985,36.0816,23.4503
1584,38.5205,36.845,23.8007
1592,36.9466,37.1444,24.1535
1600,52.3344,38.1273,24.519
1608,38.5577,38.3206,24.8824
1616,41.2932,38.9306,25.256
1624,39.8575,39.5189,25.9745
1632,52.1121,40.2127,26.0252
1640,41.3337,40.8705,26.4285
1648,45.6927,41.4639,26.8158
1656,42.2763,42.0309,27.3593
1664,66.6792,43.6737,27.6231
1672,42.9127,43.1222,28.0041
1680,46.8706,43.7491,28.4418
1688,44.296,44.4804,28.7883
1696,58.3984,45.1519,29.1931
1704,46.6345,45.7081,29.6424
1712,51.105,46.2981,30.0323
1720,47.7638,46.9559,30.4895
1728,66.4389,47.9292,30.8834
1736,48.2289,48.2093,31.3135
1744,53.1417,49.0139,31.7354
1752,49.7426,49.6293,32.1873
1760,65.586,50.4463,32.6528
1768,53.8682,50.9688,33.1066
1776,58.3403,51.7305,33.5532
1784,53.052,52.4522,34.0006
1792,167.217,56.1547,34.4965
1800,54.3001,53.7947,34.9527
1808,60.2484,54.549,35.3735
1816,55.0984,55.2135,35.8639
1824,72.8003,56.2087,36.3145
1832,57.2066,56.7056,36.7993
1840,66.6527,57.5778,37.3228
1848,58.5253,58.1909,37.7729
1856,82.7551,59.341,38.2879
1864,60.253,59.686,38.7375
1872,70.2815,60.5961,39.2629
1880,61.0187,61.185,39.7552
1888,80.4042,62.2876,40.2812
1896,62.7074,62.7573,40.8072
1904,71.5563,63.6785,41.3225
1912,64.8386,64.5003,41.8142
1920,108.957,66.7909,42.4157
1928,66.4563,66.1562,42.8963
1936,77.8253,66.9318,43.4332
1944,67.8983,67.7637,44.022
1952,90.3316,68.9611,44.5027
1960,69.5531,69.4078,45.0607
1968,82.6711,70.4692,45.6067
1976,71.9615,71.2677,46.2207
1984,101.702,72.4561,46.7533
1992,72.6708,73.0331,47.3006
2000,88.8191,74.0128,47.9244
2008,75.1141,74.7513,48.53
2016,98.4638,76.1244,49.0567
2024,76.1845,76.4072,49.6258
2032,91.0395,77.4862,50.4226
2040,78.6848,78.7381,51.1026
2048,226.267,96.5042,51.5792
